Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
LS_TS_3min,ON,bom_2_3_10_5,13.0,12,180.1796,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,13,180.2155,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,14,180.2381,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,15,180.209,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,16,180.2232,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,17,180.2072,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,18,180.213,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,19,180.2087,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,20,180.2254,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,21,180.2224,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,22,180.1928,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,23,180.1939,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,24,180.219,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,25,180.2001,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,26,180.2086,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,27,180.1957,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,28,180.2039,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,29,180.2224,78800.0
LS_TS_3min,ON,bom_2_3_10_5,13.0,30,180.2122,78800.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,1,180.1667,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,2,180.1716,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,3,180.2595,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,4,180.1989,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,5,180.1978,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,6,180.1605,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,7,180.216,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,8,180.198,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,9,180.1915,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,10,180.1741,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,11,180.2093,141096.0
