Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
BS_TS_3min,OFF,bom_2_2_10_5,7.0,1,180.2234,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,2,180.193,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,3,180.2459,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,4,180.1872,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,5,180.1787,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,6,180.2641,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,7,180.2031,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,8,180.2014,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,9,180.183,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,10,180.191,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,11,180.1876,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,12,180.1896,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,13,180.2085,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,14,180.1981,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,15,180.2191,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,16,180.1966,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,17,180.2144,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,18,180.2826,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,19,180.2406,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,20,180.2116,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,21,180.211,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,22,180.2352,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,23,180.2023,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,24,180.2467,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,25,180.1892,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,26,180.2097,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,27,180.2143,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,28,180.202,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,29,180.1995,48210.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,30,180.2812,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,1,180.1951,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,2,180.1964,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,3,180.1856,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,4,180.1947,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,5,180.2286,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,6,180.2045,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,7,180.2621,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,8,180.2022,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,9,180.2227,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,10,180.2156,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,11,180.2088,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,12,180.1973,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,13,180.1957,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,14,180.2074,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,15,180.2224,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,16,180.2221,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,17,180.2035,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,18,180.2073,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,19,180.2128,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,20,180.205,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,21,180.2642,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,22,180.2016,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,23,180.2098,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,24,180.2693,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,25,180.2058,48210.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,26,180.2116,48210.0
