Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
BS_GA_60min,ON,bom_2_5_10_5,31.0,1,3600.1933,284606.0
BS_GA_60min,OFF,bom_2_6_10_5,43.0,1,3600.1442,397036.0
BS_GA_60min,ON,bom_2_6_10_5,43.0,1,3600.2004,397792.0
BS_GA_60min,OFF,bom_2_7_10_5,57.0,1,3600.3494,523336.0
BS_GA_60min,ON,bom_2_7_10_5,57.0,1,3600.7668,524590.0
BS_GA_60min,OFF,bom_2_8_10_5,73.0,1,3600.7699,709950.0
BS_GA_60min,ON,bom_2_8_10_5,73.0,1,3600.7755,713030.0
BS_GA_60min,OFF,bom_2_9_10_5,91.0,1,3600.6617,875936.0
BS_GA_60min,ON,bom_2_9_10_5,91.0,1,3600.8471,865730.0
BS_GA_60min,OFF,bom_2_10_10_5,111.0,1,3600.767,1083032.0
BS_GA_60min,ON,bom_2_10_10_5,111.0,1,3601.0483,1074041.0
BS_GA_60min,OFF,bom_2_11_10_5,133.0,1,3601.1139,1380424.0
BS_GA_60min,ON,bom_2_11_10_5,133.0,1,3601.7674,1331721.0
BS_GA_60min,OFF,bom_2_12_10_5,157.0,1,3602.1667,1550078.0
BS_GA_60min,ON,bom_2_12_10_5,157.0,1,3601.2811,1532261.0
BS_GA_60min,OFF,bom_2_13_10_5,183.0,1,3601.8792,1772450.0
BS_GA_60min,ON,bom_2_13_10_5,183.0,1,3602.3469,1755403.0
BS_GA_60min,OFF,bom_2_14_10_5,211.0,1,3602.4079,2102746.0
BS_GA_60min,ON,bom_2_14_10_5,211.0,1,3603.197,2077144.0
BS_GA_60min,OFF,bom_2_15_10_5,241.0,1,3603.0178,2389600.0
BS_GA_60min,ON,bom_2_15_10_5,241.0,1,3602.7225,2361546.0
BS_GA_60min,OFF,bom_2_16_10_5,273.0,1,3603.5705,2837656.0
BS_GA_60min,ON,bom_2_16_10_5,273.0,1,3603.9136,2792260.0
BS_ABC_60min,OFF,bom_2_2_10_5,7.0,1,3600.0229,95723.0
BS_ABC_60min,ON,bom_2_2_10_5,7.0,1,3600.0195,95620.0
BS_ABC_60min,OFF,bom_2_3_10_5,13.0,1,3600.0483,293754.0
BS_ABC_60min,ON,bom_2_3_10_5,13.0,1,3600.0338,186394.0
BS_ABC_60min,OFF,bom_2_4_10_5,21.0,1,3600.0567,242020.0
BS_ABC_60min,ON,bom_2_4_10_5,21.0,1,3600.0561,242500.0
BS_ABC_60min,OFF,bom_2_5_10_5,31.0,1,3600.1148,295056.0
BS_ABC_60min,ON,bom_2_5_10_5,31.0,1,3600.1737,294545.0
BS_ABC_60min,OFF,bom_2_6_10_5,43.0,1,3600.1546,408406.0
BS_ABC_60min,ON,bom_2_6_10_5,43.0,1,3600.273,407974.0
BS_ABC_60min,OFF,bom_2_7_10_5,57.0,1,3600.2217,563996.0
BS_ABC_60min,ON,bom_2_7_10_5,57.0,1,3600.2152,545710.0
BS_ABC_60min,OFF,bom_2_8_10_5,73.0,1,3600.5584,723661.0
BS_ABC_60min,ON,bom_2_8_10_5,73.0,1,3600.3167,725570.0
BS_ABC_60min,OFF,bom_2_9_10_5,91.0,1,3600.4594,893732.0
BS_ABC_60min,ON,bom_2_9_10_5,91.0,1,3600.4518,885766.0
BS_ABC_60min,OFF,bom_2_10_10_5,111.0,1,3600.7805,1106778.0
BS_ABC_60min,ON,bom_2_10_10_5,111.0,1,3600.6652,1096782.0
BS_ABC_60min,OFF,bom_2_11_10_5,133.0,1,3601.4546,1389220.0
BS_ABC_60min,ON,bom_2_11_10_5,133.0,1,3600.8763,1354716.0
BS_ABC_60min,OFF,bom_2_12_10_5,157.0,1,3601.1647,1590069.0
BS_ABC_60min,ON,bom_2_12_10_5,157.0,1,3601.1768,1558319.0
BS_ABC_60min,OFF,bom_2_13_10_5,183.0,1,3601.5299,1819742.0
BS_ABC_60min,ON,bom_2_13_10_5,183.0,1,3601.5461,1780216.0
BS_ABC_60min,OFF,bom_2_14_10_5,211.0,1,3602.0185,2142824.0
BS_ABC_60min,ON,bom_2_14_10_5,211.0,1,3602.0053,2097656.0
BS_ABC_60min,OFF,bom_2_15_10_5,241.0,1,3602.535,2426042.0
BS_ABC_60min,ON,bom_2_15_10_5,241.0,1,3602.922,2376331.0
BS_ABC_60min,OFF,bom_2_16_10_5,273.0,1,3603.1672,2879131.0
BS_ABC_60min,ON,bom_2_16_10_5,273.0,1,3603.29,2811524.0
