Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
BS_TS_3min,OFF,bom_2_2_10_5,7.0,1,180.2048,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,2,180.1638,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,3,180.1845,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,4,180.1727,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,5,180.1363,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,6,180.1644,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,7,180.2159,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,8,180.2161,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,9,180.236,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,10,180.2931,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,11,180.2034,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,12,180.2364,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,13,180.1782,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,14,180.1871,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,15,180.1685,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,16,180.1885,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,17,180.1843,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,18,180.206,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,19,180.1843,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,20,180.1885,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,21,180.1891,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,22,180.1802,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,23,180.1988,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,24,180.1882,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,25,180.184,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,26,180.185,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,27,180.1821,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,28,180.1799,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,29,180.1761,95470.0
BS_TS_3min,OFF,bom_2_2_10_5,7.0,30,180.1837,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,1,180.1625,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,2,180.2107,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,3,180.1881,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,4,180.31,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,5,180.1729,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,6,180.175,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,7,180.1784,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,8,180.1747,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,9,180.2685,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,10,180.2222,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,11,180.1923,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,12,180.1829,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,13,180.1877,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,14,180.1654,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,15,180.2362,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,16,180.1834,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,17,180.1882,95470.0
BS_TS_3min,ON,bom_2_2_10_5,7.0,18,180.1978,95470.0
